SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,CATEGORY
5,16,0,0,531,9,3,6
59,96,1,0,1112,27,7,3
5,107,0,1,1132,24,3,6
59,108,0,0,1223,27,7,3
169,116,0,0,1131,28,2,6
96,16,1,1,2432,40,9,6
38,111,1,0,1935,43,16,2
45,96,0,0,1624,45,12,1
8,111,1,1,431,7,3,6
254,100,0,0,2011,40,12,1
238,96,0,0,724,16,8,6
174,50,1,0,122,42,23,2
42,90,0,0,2535,26,7,3
151,111,1,0,1133,28,19,0
271,16,0,1,1633,38,16,4
247,16,0,1,2413,50,8,2
64,111,1,0,412,8,6,3
227,111,1,0,732,6,23,2
261,16,1,0,1133,24,15,3
265,16,0,1,913,11,15,3
265,16,0,0,1614,41,15,3
238,100,0,0,621,17,8,6
238,100,0,0,2031,40,8,6
252,43,0,0,623,17,12,1
261,38,0,0,2232,21,15,3
59,90,0,0,922,14,7,3
123,96,0,0,2513,29,24,2
90,111,0,0,1822,2,7,3
10,108,0,0,411,8,3,6
130,16,0,0,2011,40,12,1
8,16,0,1,2523,35,3,6
130,45,0,0,1223,27,12,1
45,22,0,0,2412,50,12,1
8,107,1,0,2412,50,3,6
8,16,0,0,925,20,3,6
265,111,0,1,523,9,15,3
123,96,0,1,2525,35,24,2
174,111,1,0,2023,48,23,2
5,16,0,1,324,8,3,6
247,111,0,0,733,16,8,2
238,18,0,0,2234,21,9,6
238,38,1,0,235,5,9,6
238,96,0,0,1511,29,9,6
96,98,0,1,334,7,9,6
42,111,0,0,2523,31,7,3
238,50,0,0,1913,46,8,6
175,122,0,0,713,16,23,2
8,111,0,0,823,15,3,6
111,108,0,0,123,4,5,3
227,111,1,0,1532,28,23,2
238,111,0,1,1111,37,9,6
224,104,1,0,825,16,23,4
233,111,1,0,932,15,24,2
238,96,0,1,1215,27,8,6
113,111,0,0,1722,39,11,1
199,96,1,0,713,16,19,0
238,16,0,0,212,3,8,6
265,14,0,0,922,14,15,3
265,85,0,0,1611,41,15,3
261,111,0,0,1121,26,15,3
80,16,0,0,915,11,11,1
196,116,1,0,1133,24,19,0
34,96,0,1,2511,30,2,2
261,69,1,0,1413,26,15,3
8,33,0,0,1224,27,3,6
123,111,0,0,1431,1,24,2
111,100,0,0,2431,49,5,3
108,17,0,0,1432,32,12,1
111,16,0,0,2511,29,5,3
5,111,1,0,2234,21,3,6
169,85,0,0,2515,31,2,6
175,111,1,0,2221,18,23,2
154,111,1,0,1112,36,19,0
5,14,0,0,312,20,4,6
238,96,0,0,322,6,9,6
284,111,0,0,1232,28,24,2
254,100,0,0,2512,36,12,1
269,97,0,0,2221,19,5,3
265,90,0,1,413,8,15,3
238,108,0,0,713,16,8,6
148,111,0,0,1011,24,24,2
8,16,1,0,2433,48,3,6
238,123,0,0,1111,28,9,6
203,111,1,0,522,21,19,0
111,90,0,0,931,15,5,3
276,14,0,0,1632,38,16,4
5,74,0,0,1621,45,2,6
260,16,0,1,733,16,24,3
258,76,1,0,2515,37,15,3
59,111,0,1,1024,24,7,3
256,88,0,0,132,4,23,4
238,80,0,0,1221,27,8,6
265,111,0,0,131,3,24,3
203,107,1,0,1131,28,19,0
102,111,1,0,2223,21,24,2
96,99,0,1,1613,41,9,6
271,122,1,0,412,8,16,4
130,22,0,0,1032,22,12,1
271,16,0,0,725,15,16,4
238,99,0,0,533,10,8,6
75,111,0,0,1731,30,12,1
96,104,0,1,1412,35,9,6
238,96,1,1,1523,37,8,6
261,43,0,0,222,4,15,3
197,88,1,0,934,16,19,0
170,74,0,0,132,3,18,5
238,16,1,0,915,11,8,6
59,14,0,0,631,8,7,3
191,16,0,0,1732,35,23,4
102,111,0,0,434,7,24,2
262,16,0,0,2422,49,24,3
81,67,0,0,1831,42,12,1
123,85,0,0,1134,24,24,2
96,111,1,1,1221,36,9,6
119,67,1,0,2535,26,24,2
238,111,0,0,221,4,9,6
5,14,0,0,2223,9,3,6
261,107,0,0,1722,39,15,3
92,16,0,0,733,17,12,1
148,108,0,0,922,15,24,2
238,67,1,0,1814,2,8,6
123,96,0,0,411,8,24,2
219,105,0,0,1031,22,8,6
157,107,1,0,725,15,19,0
75,96,0,0,1611,41,12,1
224,111,1,0,1533,28,23,4
87,96,0,1,2531,29,18,2
106,90,0,0,1722,45,12,1
116,43,0,0,122,34,12,1
81,85,0,0,321,20,12,1
238,45,0,0,2212,19,8,6
248,122,0,0,1214,27,7,3
31,16,0,1,722,6,4,6
120,14,1,0,832,16,24,2
238,74,0,0,2011,40,8,6
238,18,0,0,2523,31,9,6
238,5,0,0,1654,41,9,6
130,108,0,0,1922,47,12,1
262,16,1,0,2011,40,24,3
10,50,0,0,935,20,4,6
261,43,0,0,621,6,15,3
238,23,0,0,2013,48,9,6
248,122,0,0,533,9,7,3
255,22,0,0,2032,40,12,1
219,16,0,0,312,20,8,6
260,90,0,0,133,3,24,3
5,96,0,0,712,16,3,6
10,99,0,0,822,14,4,6
261,90,0,0,1731,45,15,3
59,96,1,1,1622,45,7,3
261,73,1,0,1914,46,15,3
260,83,0,0,833,23,24,3
238,69,0,0,2221,21,8,6
248,97,0,0,123,34,7,3
47,14,0,0,714,16,2,6
26,111,1,0,1533,28,8,6
266,111,1,0,1532,37,7,3
257,7,1,0,1655,41,24,3
264,50,1,0,925,20,15,3
81,111,0,0,221,3,12,1
238,107,0,0,321,20,9,6
197,111,1,0,832,16,19,0
59,97,0,0,1634,30,7,3
38,111,1,0,723,16,16,2
263,111,0,0,825,16,24,3
55,108,0,0,1225,28,5,3
23,96,1,0,411,8,9,6
247,16,0,0,931,15,8,2
4,96,0,0,522,21,10,3
247,83,0,0,334,7,8,2
238,90,1,1,431,7,8,6
227,16,1,0,1115,28,23,2
155,90,1,0,1115,28,19,0
185,33,1,1,533,10,24,2
196,111,1,0,814,22,19,0
227,107,1,0,211,4,23,2
150,100,1,0,823,23,22,4
223,54,0,0,1532,28,18,5
64,111,0,0,422,7,6,3
238,107,0,0,831,16,8,6
261,57,0,0,933,20,15,3
5,111,1,1,212,4,3,6
155,111,1,0,522,9,19,0
81,98,0,0,2413,40,12,1
265,59,0,0,1812,43,15,3
19,16,0,0,624,6,12,1
265,97,0,0,1214,34,24,3
261,16,0,0,122,34,15,3
130,19,0,0,1923,44,12,1
248,97,0,0,923,15,7,3
238,14,0,0,915,11,8,6
14,96,0,1,2514,30,18,2
108,43,0,0,2013,48,12,1
238,122,0,0,1532,37,9,6
123,85,0,0,1831,42,24,2
247,16,0,0,1213,27,8,2
255,111,1,0,822,23,12,1
238,100,0,0,221,4,8,6
7,73,0,0,1212,1,4,6
260,74,1,0,133,3,24,3
247,96,0,0,614,18,8,2
247,43,0,0,1033,25,8,2
140,96,0,1,722,6,8,2
261,100,0,0,2022,48,15,3
238,98,0,0,1211,36,9,6
285,99,1,1,2531,29,24,2
290,96,0,0,131,3,24,6
208,111,1,0,1011,24,19,0
75,16,0,0,624,8,12,1
96,111,1,1,423,10,9,6
284,111,1,0,421,7,24,2
265,106,0,0,2432,49,15,3
130,85,0,0,333,5,12,1
265,120,0,0,1124,28,24,3
122,111,0,1,1913,46,24,2
8,16,1,0,1511,29,3,6
123,16,0,1,2534,37,24,2
5,99,0,0,533,10,4,6
197,111,1,0,1233,28,19,0
5,16,0,1,422,7,2,6
10,111,0,0,1434,32,3,6
10,96,0,0,314,5,4,6
238,14,1,0,1622,45,9,6
260,74,0,0,914,11,24,3
111,43,0,0,113,34,5,3
284,67,1,0,414,7,24,2
116,111,0,0,2514,30,12,1
122,96,0,0,1621,39,24,2
16,16,1,1,1915,46,4,6
9,96,0,0,431,7,2,6
5,14,0,0,825,16,4,6
111,96,0,1,633,8,5,3
252,85,0,0,1733,35,12,1
59,97,0,0,1031,22,7,3
265,90,0,0,2411,50,24,3
8,96,0,1,512,9,3,6
271,85,1,0,122,42,16,4
223,99,0,0,1511,29,18,5
12,69,0,0,2515,30,12,1
181,111,0,0,813,13,24,2
260,67,0,0,2221,21,24,3
271,78,1,0,2431,49,16,4
271,122,1,0,512,9,16,4
284,111,0,0,1223,27,24,2
185,111,0,0,2211,19,24,2
113,88,0,0,624,8,11,1
28,107,1,0,1924,44,4,6
260,108,1,0,1434,1,24,3
169,57,0,0,234,4,2,6
8,33,0,1,1224,27,3,6
248,116,0,0,411,8,7,3
108,100,0,0,323,6,12,1
108,96,0,0,1531,37,12,1
106,16,0,1,223,4,12,1
16,96,0,1,414,8,4,6
285,96,1,1,924,15,24,2
238,69,0,0,621,6,9,6
183,96,0,1,312,20,21,2
17,96,1,1,1225,28,4,6
59,14,0,0,1131,24,7,3
10,96,0,0,1022,24,2,6
25,111,0,0,931,20,3,6
10,16,1,1,332,5,3,6
64,90,0,0,113,4,6,3
56,14,0,0,2523,31,2,6
238,23,0,0,1412,35,8,6
96,85,0,1,2423,49,9,6
10,111,0,0,934,16,4,6
191,107,0,0,2431,49,23,4
59,59,0,0,231,3,7,3
238,85,0,0,725,17,8,6
96,122,1,1,1013,22,9,6
285,16,0,1,1122,27,24,2
265,97,0,0,222,5,15,3
5,111,1,1,612,17,3,6
10,57,0,0,323,6,3,6
17,27,0,1,331,5,4,6
260,16,1,0,723,6,24,3
23,52,1,0,1412,35,9,6
269,111,0,0,1111,37,5,3
238,22,1,0,1824,2,9,6
6,107,0,0,624,8,9,6
248,96,0,0,832,17,7,3
96,16,1,1,925,20,9,6
5,16,0,0,1811,2,2,6
252,43,1,0,912,11,12,1
252,85,0,0,1911,47,12,1
265,104,0,0,1921,47,15,3
10,96,0,1,834,18,4,6
238,90,0,1,1135,28,8,6
45,16,0,0,2411,50,12,1
265,59,0,0,1523,37,15,3
5,90,0,0,632,21,3,6
7,111,0,0,331,5,4,6
261,43,0,0,1433,27,15,3
111,43,1,0,422,7,5,3
130,45,0,0,714,15,12,1
96,33,0,1,434,7,9,6
85,96,0,0,723,16,18,5
5,14,0,0,321,6,4,6
28,16,1,0,1911,40,3,6
169,85,0,0,1934,44,2,6
238,16,1,1,1723,33,8,6
10,111,0,0,1133,28,4,6
38,111,1,0,923,15,16,2
285,16,0,1,824,16,24,2
8,16,0,1,513,9,4,6
96,111,1,1,1021,24,9,6
261,96,0,1,2511,29,15,3
219,52,0,0,821,14,9,6
5,111,0,1,1023,25,3,6
17,16,1,1,314,20,4,6
238,67,0,1,935,20,8,6
5,111,0,1,832,16,3,6
169,16,0,0,711,16,2,6
265,111,1,1,412,8,15,3
238,96,0,1,735,17,9,6
54,111,0,0,1232,28,18,5
81,100,0,0,322,6,12,1
23,96,0,1,423,7,9,6
64,90,0,0,813,13,6,3
238,33,0,1,1222,27,8,6
238,100,0,0,1913,46,9,6
252,90,0,0,915,11,12,1
8,16,1,1,632,8,4,6
238,107,1,0,1124,27,8,6
14,96,0,1,824,14,18,2
123,96,0,0,2422,49,24,2
130,16,0,0,1123,28,12,1
23,111,1,0,111,42,9,6
238,88,0,0,2011,39,9,6
247,43,0,0,1925,46,8,2
238,107,0,0,233,20,9,6
23,107,0,0,111,42,9,6
271,14,1,0,311,20,16,4
238,113,0,0,934,16,9,6
75,23,0,0,1924,44,12,1
97,16,0,0,1824,2,24,2
248,111,0,0,824,16,7,3
261,43,0,0,1233,25,15,3
123,96,0,1,1531,37,24,2
5,96,0,0,821,12,3,6
271,14,1,0,1032,22,16,4
238,105,0,0,2514,30,9,6
116,96,0,0,1724,33,12,1
238,57,0,0,2413,40,9,6
238,113,0,0,1022,24,8,6
258,10,0,0,813,13,15,3
2,16,0,1,532,9,4,6
24,111,1,0,712,16,4,6
169,14,0,0,1925,46,2,6
19,16,0,0,1022,24,12,1
81,86,0,0,511,9,12,1
254,43,0,0,424,10,12,1
8,16,1,0,1533,29,4,6
290,85,0,0,124,28,24,6
81,108,0,0,531,9,12,1
260,36,1,0,212,4,24,3
260,97,0,0,611,17,24,3
234,116,1,0,925,15,24,2
10,16,1,1,812,13,3,6
276,111,0,0,613,17,16,4
116,43,0,0,1935,43,12,1
102,111,1,0,1121,26,24,2
262,98,0,1,1712,39,24,3
169,90,0,0,2512,29,2,6
121,111,1,0,814,22,24,2
238,23,1,1,1935,43,9,6
269,16,1,0,233,5,5,3
261,80,0,0,1414,1,15,3
59,16,0,0,224,3,7,3
123,85,0,1,2012,40,24,2
238,108,0,1,632,6,8,6
238,57,0,0,632,8,8,6
42,90,0,0,815,22,7,3
260,96,0,0,1832,2,24,3
120,111,1,0,421,7,24,2
261,16,1,1,1524,37,15,3
181,68,0,0,1225,28,24,2
10,67,0,0,2535,36,4,6
96,57,0,1,1224,27,9,6
3,85,1,0,123,4,4,6
272,107,1,0,825,16,16,4
187,111,1,0,133,4,24,2
238,107,0,0,1723,39,9,6
219,73,0,0,411,8,9,6
10,113,0,0,1924,44,3,6
248,14,0,0,2513,29,7,3
223,111,0,0,1431,1,18,5
108,73,0,0,1022,25,12,1
247,85,0,0,122,34,8,2
170,96,1,0,423,7,18,5
17,111,0,1,723,6,4,6
265,122,0,0,831,16,15,3
108,111,0,0,331,5,12,1
265,111,1,0,421,7,15,3
238,68,0,0,1212,1,9,6
116,100,0,0,121,34,12,1
225,67,0,0,324,8,16,4
238,16,1,1,825,16,8,6
123,16,0,1,823,14,24,2
238,104,0,0,812,13,8,6
63,74,0,0,1833,2,23,4
261,16,1,1,1034,25,15,3
7,16,0,1,1512,29,4,6
2,73,0,1,1411,35,4,6
17,111,1,1,815,22,4,6
148,69,0,0,2534,26,24,2
63,18,0,0,2535,26,23,4
261,85,0,0,433,10,15,3
238,39,0,0,1031,22,8,6
225,107,0,0,1135,28,16,4
261,69,0,0,412,8,15,3
170,96,0,1,2232,9,18,5
8,111,0,0,1114,28,3,6
208,107,1,0,2422,49,19,0
255,67,0,0,411,8,12,1
172,96,0,0,511,9,18,2
260,57,0,0,2533,36,24,3
225,14,0,0,1235,25,16,4
196,111,1,0,835,18,19,0
238,107,0,1,2535,26,9,6
23,92,1,0,1722,39,9,6
247,16,0,0,1711,39,8,2
238,105,0,0,312,20,9,6
8,96,0,0,933,20,3,6
10,96,0,1,2512,29,3,6
111,16,0,0,1633,36,5,3
96,67,0,1,2433,40,9,6
238,23,0,0,1822,27,8,6
261,57,0,0,1833,2,15,3
265,16,0,0,1432,32,15,3
155,14,1,0,323,6,19,0
2,16,0,1,2524,35,4,6
16,16,1,1,1422,26,4,6
81,96,0,0,921,12,12,1
181,11,0,0,1651,41,24,2
115,69,1,0,1214,34,19,0
70,38,0,1,225,20,24,2
261,16,1,0,1112,36,15,3
155,111,1,0,1132,24,19,0
81,100,0,0,1412,35,12,1
123,68,0,0,122,42,24,2
265,85,0,0,2024,46,15,3
261,25,0,0,623,17,15,3
5,16,0,1,1031,22,3,6
170,16,0,1,1022,24,18,5
263,5,0,0,1654,41,24,3
185,111,0,0,522,9,24,2
247,96,0,0,811,13,8,2
96,69,0,1,2533,37,9,6
123,96,0,1,614,18,24,2
238,60,0,0,1933,44,8,6
8,108,0,0,1034,25,3,6
85,107,0,0,1921,32,18,5
108,107,0,0,1834,42,12,1
26,111,1,0,1234,25,8,6
269,97,0,0,1233,25,5,3
9,96,0,1,834,18,2,6
284,122,1,0,1022,24,24,2
10,16,0,0,814,23,4,6
59,111,0,1,2515,37,7,3
285,107,0,0,1822,27,24,2
122,111,0,1,1013,22,24,2
255,88,0,0,2022,48,12,1
69,107,0,1,834,18,21,2
238,48,1,0,634,9,9,6
75,108,0,0,731,6,12,1
123,83,0,0,931,15,24,2
9,88,0,0,331,5,2,6
198,122,1,0,735,17,19,0
64,97,0,0,1831,42,6,3
55,108,0,0,1833,42,5,3
81,16,0,1,1533,28,12,1
260,60,0,0,2413,40,24,3
225,14,0,0,632,6,16,4
5,111,0,0,2513,29,3,6
75,96,0,0,1411,1,12,1
266,111,0,0,1722,39,7,3
107,85,0,0,2535,36,12,1
238,52,0,0,2431,49,9,6
10,69,0,0,2212,19,3,6
64,16,0,0,1532,37,6,3
261,99,0,0,321,20,15,3
238,98,0,0,1622,38,8,6
238,43,0,0,734,17,8,6
238,38,0,0,1034,25,9,6
122,16,0,1,131,3,24,2
64,90,0,0,924,11,6,3
219,111,0,0,511,8,8,6
265,96,0,0,2411,50,15,3
238,100,0,0,1824,42,8,6
285,111,0,1,332,5,24,2
8,16,0,1,1522,29,3,6
238,78,1,0,2022,48,9,6
42,122,0,0,412,8,7,3
285,99,1,1,925,3,24,2
238,39,0,0,1724,33,9,6
261,90,0,0,124,28,15,3
96,16,0,1,1931,47,9,6
38,111,1,0,511,9,16,2
10,16,0,1,632,6,4,6
10,16,1,0,214,4,4,6
8,107,0,0,312,20,3,6
260,96,0,0,431,10,24,3
59,59,0,0,1614,41,7,3
17,96,0,1,1022,24,4,6
288,16,0,1,922,12,24,2
238,14,0,0,2531,29,9,6
11,111,0,0,624,8,3,6
16,16,0,1,1623,45,4,6
238,100,0,0,1111,37,8,6
23,96,1,1,2525,35,9,6
59,99,0,0,715,15,7,3
10,47,0,0,1225,28,3,6
59,96,0,0,431,10,7,3
97,111,0,0,233,20,24,2
238,16,0,1,412,8,8,6
130,69,0,0,1214,34,12,1
255,88,1,0,113,4,12,1
238,79,0,0,1233,25,8,6
123,96,0,0,832,16,24,2
5,57,0,0,611,18,3,6
6,96,0,1,533,10,9,6
238,107,0,1,422,7,9,6
247,56,0,0,1232,34,8,2
265,14,0,0,1621,45,15,3
96,107,0,1,412,8,9,6
285,111,1,1,2532,37,24,2
66,97,0,0,422,7,10,3
238,43,1,0,1221,36,9,6
59,90,0,0,1023,28,7,3
130,43,0,0,1431,1,12,1
122,16,0,1,1513,29,24,2
238,78,0,0,1914,46,9,6
233,107,1,0,225,20,24,2
265,122,0,0,1631,38,15,3
5,111,0,1,1024,24,3,6
238,120,0,0,1412,35,9,6
261,111,0,0,811,23,15,3
209,88,1,0,2212,19,16,4
115,108,1,0,1911,47,19,0
265,97,0,0,931,20,15,3
21,16,0,0,222,4,4,6
261,96,0,1,913,11,15,3
238,106,0,0,2521,31,9,6
10,16,1,1,1523,37,3,6
66,107,0,0,1511,29,10,3
113,68,0,0,1632,38,11,1
268,16,0,1,1421,26,12,1
238,16,0,1,2011,50,8,6
258,107,0,0,633,8,15,3
66,107,1,0,924,15,10,3
288,16,1,1,232,20,24,2
213,52,1,0,1623,45,19,0
123,16,0,0,232,20,24,2
186,16,1,1,2422,49,23,4
238,47,0,0,2433,40,8,6
42,122,0,0,334,7,7,3
59,122,0,0,1022,24,7,3
122,96,0,0,313,20,24,2
238,100,0,0,1653,41,8,6
265,14,0,0,1133,24,15,3
236,16,0,1,1031,22,2,2
59,85,0,0,1031,22,7,3
238,33,0,0,1211,36,8,6
238,100,0,0,922,12,8,6
196,107,1,0,1112,27,19,0
238,33,0,0,1135,28,9,6
81,9,0,0,813,13,12,1
36,16,0,0,423,7,24,2
238,96,1,0,133,3,9,6
96,111,0,1,2535,37,9,6
260,45,0,0,312,20,24,3
238,85,0,0,413,8,9,6
16,111,0,1,711,16,4,6
255,54,1,0,123,4,12,1
238,14,0,0,2512,36,8,6
285,96,0,1,2511,29,24,2
261,99,0,0,713,16,15,3
238,88,0,0,1822,27,9,6
238,48,0,0,1132,24,9,6
261,96,1,0,925,3,15,3
113,85,0,0,1923,46,11,1
269,16,0,0,424,7,5,3
5,108,0,0,321,5,3,6
80,111,0,0,834,18,11,1
115,74,1,0,1834,2,19,0
59,122,0,0,1023,28,7,3
16,96,0,1,2221,18,4,6
9,16,0,1,2521,31,2,6
269,33,0,0,2533,37,5,3
169,50,0,1,1424,1,2,6
126,16,1,0,1023,24,5,3
79,55,0,0,822,23,11,1
277,111,1,0,1235,25,16,4
106,99,0,0,432,10,12,1
238,99,0,0,1014,24,8,6
238,98,0,1,1423,26,8,6
265,67,0,1,2514,31,15,3
8,16,1,1,1431,1,3,6
258,111,0,0,1024,24,15,3
174,54,1,0,122,42,23,2
247,111,0,0,1935,43,8,2
238,98,0,1,921,12,8,6
8,111,0,1,1532,28,3,6
181,16,0,0,1935,43,24,2
122,96,0,0,613,17,24,2
59,64,0,0,614,18,7,3
238,23,0,1,1611,41,8,6
261,90,0,0,433,10,15,3
59,59,0,1,1013,22,7,3
219,106,0,0,1532,28,8,6
122,96,0,0,414,7,24,2
238,104,0,0,131,3,9,6
5,107,0,0,2525,35,3,6
179,96,0,1,323,6,18,5
23,16,1,1,731,6,9,6
5,111,0,0,2525,26,3,6
126,96,0,0,311,20,5,3
253,96,0,0,834,18,12,1
10,111,0,0,934,20,4,6
72,85,1,1,1235,25,9,2
111,16,0,0,1013,22,5,3
261,99,0,0,823,14,15,3
99,96,0,1,133,3,21,2
238,45,0,0,413,8,8,6
96,122,0,1,1622,38,9,6
115,99,1,0,311,20,19,0
238,36,1,0,1123,28,8,6
8,16,0,0,1524,37,3,6
198,88,1,0,2512,30,19,0
238,16,0,0,532,9,9,6
96,67,0,1,414,8,9,6
261,44,0,0,1112,27,15,3
107,85,0,0,723,16,12,1
75,16,0,0,1711,39,12,1
16,16,1,1,1614,41,4,6
119,96,1,0,1732,35,24,2
238,14,0,1,831,17,8,6
238,29,0,0,1214,27,9,6
288,99,0,0,411,8,24,2
135,21,0,0,1213,27,12,1
261,69,0,0,131,3,15,3
111,90,0,0,925,11,5,3
233,107,0,0,935,16,24,2
269,85,0,0,321,6,5,3
5,111,0,1,726,16,4,6
102,90,1,0,2522,31,24,2
238,47,0,0,1523,37,8,6
169,96,0,0,1533,28,2,6
130,85,0,0,421,7,12,1
202,14,1,0,2211,19,19,0
269,16,1,1,411,8,5,3
108,96,0,0,815,23,12,1
225,111,0,0,925,3,16,4
155,111,1,0,2033,47,19,0
271,111,0,0,1133,24,16,4
247,22,1,1,2221,21,8,2
59,85,0,0,1122,28,7,3
223,107,1,0,1631,38,18,5
238,22,0,0,2022,48,9,6
260,100,0,1,935,16,24,3
17,36,0,1,2514,31,4,6
260,96,0,1,524,21,24,3
265,16,0,1,414,8,15,3
102,111,0,0,1214,34,24,2
260,52,1,0,511,9,24,3
107,16,0,0,731,6,12,1
16,32,0,1,2212,19,4,6
271,96,1,0,414,8,16,4
75,16,0,0,234,4,12,1
238,122,0,0,1221,36,9,6
247,85,0,1,613,17,8,2
169,96,0,1,413,8,2,6
224,14,1,0,922,15,23,4
261,90,0,0,1922,32,15,3
42,111,0,0,1811,2,7,3
238,14,0,0,433,10,9,6
199,122,1,0,1032,22,19,0
238,90,0,0,1924,44,9,6
260,96,0,0,313,20,24,3
265,111,0,1,725,17,15,3
17,14,0,1,1024,25,4,6
59,67,0,0,215,3,7,3
244,16,0,0,424,10,12,1
10,107,1,0,931,15,3,6
265,117,0,0,234,4,15,3
10,47,0,0,2534,26,4,6
258,111,0,0,423,10,15,3
111,90,0,0,1432,32,5,3
111,16,0,0,1833,2,5,3
99,107,1,1,1123,28,21,2
5,96,1,1,1622,45,3,6
233,96,0,0,424,10,24,2
10,111,0,0,1214,27,4,6
169,111,0,0,333,5,2,6
122,107,0,1,731,6,24,2
116,100,0,0,1624,45,12,1
130,73,0,0,235,5,12,1
23,54,0,0,2422,49,9,6
238,30,0,0,413,8,8,6
23,50,0,0,123,4,9,6
8,96,1,1,614,21,4,6
122,104,0,0,1211,26,24,2
238,98,0,0,2212,19,8,6
285,96,0,0,825,16,24,2
238,111,0,0,1434,1,9,6
224,90,0,1,333,5,23,4
169,16,0,0,1413,35,2,6
238,33,0,0,1232,28,9,6
182,85,0,0,411,8,24,2
234,96,0,0,2221,21,24,2
285,111,0,0,1225,27,24,2
271,111,0,0,834,18,16,4
238,111,1,0,2533,37,9,6
238,37,0,0,1823,27,9,6
265,28,0,0,2521,31,15,3
89,25,0,0,1122,28,8,6
113,96,0,1,511,9,11,1
10,116,1,0,1133,24,3,6
238,73,0,0,831,16,8,6
108,98,0,1,1533,28,12,1
130,96,0,0,424,10,12,1
123,16,0,1,1121,27,24,2
261,16,0,1,1631,38,15,3
64,90,0,0,1513,29,6,3
21,111,0,0,513,9,4,6
85,99,0,0,632,8,18,5
260,43,0,0,1031,22,24,3
5,96,0,1,232,20,3,6
285,37,1,1,914,11,24,2
16,96,0,1,1013,22,4,6
122,16,0,0,1024,25,24,2
261,39,0,0,224,3,15,3
10,111,0,1,723,16,4,6
115,37,1,0,1123,28,19,0
265,111,0,0,1135,28,24,3
53,111,0,0,413,8,10,3
5,23,0,0,124,28,4,6
238,121,0,0,1023,28,9,6
186,111,1,0,1831,42,23,4
116,88,0,0,915,11,12,1
238,100,1,0,1832,42,8,6
56,73,0,0,1834,2,2,6
111,16,0,0,221,3,5,3
234,16,0,0,215,3,24,2
96,33,0,1,1821,27,9,6
247,106,0,0,1931,32,8,2
238,107,0,1,921,12,8,6
238,73,0,1,235,5,8,6
96,99,0,1,2511,30,9,6
55,16,0,0,1211,36,5,3
261,69,0,0,432,10,15,3
99,96,0,0,411,8,21,2
198,67,1,0,1132,24,19,0
238,113,0,0,1922,47,9,6
108,96,0,0,2422,49,12,1
8,107,0,0,1112,27,4,6
123,111,0,1,2522,26,24,2
59,90,0,0,313,20,7,3
179,96,0,1,921,12,18,5
269,16,0,0,2024,46,5,3
16,111,1,1,312,20,4,6
16,96,0,1,2221,21,4,6
79,55,0,0,825,16,11,1
260,16,0,0,2213,21,24,3
265,122,0,0,1124,28,15,3
116,16,0,0,824,15,12,1
111,100,0,0,131,34,5,3
96,100,0,1,833,13,9,6
8,16,1,1,1132,24,4,6
219,105,0,0,511,9,9,6
63,52,0,0,1821,2,23,4
265,96,0,0,634,6,15,3
34,96,0,1,533,10,2,2
108,16,0,0,2515,30,12,1
265,14,0,0,915,11,15,3
271,14,1,0,1512,29,16,4
271,122,1,0,423,10,16,4
238,96,0,0,1013,22,9,6
59,16,0,0,2412,40,7,3
198,111,1,0,1021,24,19,0
116,43,0,0,1911,47,12,1
72,43,0,1,825,16,9,2
265,90,0,0,413,7,15,3
265,96,0,0,2535,36,15,3
21,38,0,0,1624,38,4,6
203,111,1,0,2535,26,19,0
6,16,0,0,1122,28,9,6
277,88,1,0,1832,2,16,4
247,96,0,0,715,15,8,2
238,23,0,0,2433,48,9,6
2,111,0,1,1433,27,4,6
96,122,0,1,1031,22,9,6
17,98,0,1,722,6,4,6
83,54,0,0,1014,24,15,3
238,43,0,0,121,42,9,6
219,79,1,0,815,14,9,6
130,96,0,0,2522,26,12,1
261,108,0,0,1532,28,15,3
35,60,1,0,1934,44,19,0
59,96,0,1,2515,30,7,3
219,16,0,0,2022,48,8,6
81,67,0,0,1112,27,12,1
80,83,0,0,2411,50,11,1
24,111,1,0,1824,2,4,6
219,50,0,0,313,20,8,6
186,54,0,0,1234,25,23,4
261,43,0,0,2031,40,15,3
130,85,0,0,1032,22,12,1
122,16,0,1,235,5,24,2
108,85,0,0,123,4,12,1
227,16,1,0,621,17,23,2
96,90,0,1,2012,40,9,6
8,54,1,0,122,34,3,6
35,96,1,0,1831,42,19,0
122,100,0,0,1935,43,24,2
270,111,1,0,221,3,16,4
69,96,0,1,2522,26,21,2
96,97,0,1,1633,30,9,6
64,90,0,0,1923,46,6,3
80,43,0,0,1731,30,11,1
99,111,0,0,2535,36,21,2
130,45,0,0,623,6,12,1
123,16,0,1,1833,2,24,2
261,38,0,0,732,6,15,3
113,43,0,0,1214,27,11,1
10,108,0,0,2534,36,3,6
238,96,0,0,1622,41,9,6
187,14,0,0,1524,37,24,2
225,99,0,0,1522,29,16,4
265,97,0,1,432,10,15,3
238,107,0,0,1911,47,8,6
234,96,1,0,714,15,24,2
238,69,0,0,2011,40,9,6
238,111,0,1,715,16,8,6
8,111,0,0,1511,29,4,6
107,96,0,0,1532,37,12,1
238,14,0,0,634,9,9,6
238,49,0,0,2422,49,9,6
5,16,0,0,714,15,4,6
