SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,CATEGORY
285,96,0,1,815,14,24,2
23,96,0,0,1032,22,9,6
107,16,0,0,813,13,12,1
238,43,0,0,1914,46,9,6
238,67,1,0,225,3,8,6
238,111,0,0,2033,46,9,6
96,96,0,1,724,17,9,6
123,96,0,1,531,9,24,2
238,33,0,0,1233,28,8,6
265,14,0,0,722,6,15,3
72,16,1,1,914,11,9,2
21,111,0,0,1132,24,4,6
203,111,1,0,814,23,19,0
108,96,0,0,824,16,12,1
10,111,0,0,1925,46,4,6
197,111,1,0,1633,30,19,0
238,100,0,0,1621,45,9,6
13,105,0,0,825,16,18,5
96,107,1,1,2513,29,9,6
271,69,0,0,421,7,16,4
111,108,0,0,1225,28,5,3
59,14,0,0,324,8,7,3
53,16,0,0,722,6,10,3
238,16,0,1,2523,35,8,6
238,83,1,0,2024,48,9,6
261,96,0,0,634,6,15,3
81,90,0,0,1932,32,12,1
116,16,0,0,422,7,12,1
265,111,0,0,1211,36,15,3
108,57,0,0,811,23,12,1
66,14,0,0,1723,33,10,3
247,16,0,1,334,7,8,2
5,107,0,1,1814,2,3,6
238,45,0,0,1214,27,8,6
260,108,0,0,1824,2,24,3
96,45,0,1,1232,34,9,6
130,96,0,0,1631,38,12,1
96,16,0,1,1214,34,9,6
196,111,1,0,823,15,19,0
96,16,1,1,1222,27,9,6
96,107,0,1,733,16,9,6
142,111,1,0,1233,25,19,0
247,85,0,1,1111,37,8,2
81,85,0,0,1422,26,12,1
265,107,0,0,1231,28,15,3
271,37,1,0,1225,27,16,4
238,111,1,0,1533,24,9,6
269,44,1,0,1221,36,5,3
96,111,1,1,423,7,9,6
269,97,0,0,1811,2,5,3
122,96,0,0,2511,36,24,2
238,39,0,0,731,6,9,6
290,16,0,0,421,7,24,6
130,45,0,0,1112,37,12,1
261,25,0,0,835,18,15,3
111,96,0,0,1011,24,5,3
261,16,0,0,2432,49,15,3
285,96,1,1,2534,36,24,2
265,111,0,1,2431,49,15,3
111,80,0,0,531,9,5,3
238,90,0,0,2535,36,9,6
113,96,0,0,2534,36,11,1
87,96,0,1,1434,32,18,2
258,49,0,0,1233,28,15,3
227,111,1,0,1834,42,23,2
5,113,0,0,713,16,3,6
26,111,1,0,1125,27,8,6
96,96,0,1,2522,31,9,6
262,16,0,1,1532,28,24,3
238,111,0,0,722,20,9,6
238,16,1,0,311,20,9,6
96,96,0,1,2511,36,9,6
271,111,1,0,1023,28,16,4
5,16,0,1,831,15,3,6
265,90,0,0,2533,37,15,3
256,111,0,0,111,42,23,4
123,96,0,0,2212,19,24,2
265,111,1,0,1134,24,24,3
260,16,1,0,1225,27,24,3
261,52,0,0,2422,49,15,3
238,73,0,0,1911,47,8,6
265,96,0,1,725,15,15,3
238,100,0,0,1712,39,8,6
238,16,0,0,2525,35,8,6
219,96,0,0,2223,9,8,6
272,107,1,0,1024,22,16,4
59,111,1,0,312,20,7,3
130,122,0,0,1113,28,12,1
6,47,0,0,735,17,9,6
174,73,1,0,1023,28,23,2
225,111,1,0,2411,49,16,4
238,111,0,0,112,34,9,6
238,16,0,0,523,21,8,6
238,67,0,0,532,9,8,6
83,57,0,0,1822,27,15,3
175,111,1,0,1935,43,23,2
261,16,0,0,1733,33,15,3
8,111,0,0,823,16,3,6
8,96,0,1,834,18,3,6
238,54,1,0,123,4,9,6
238,108,0,0,1713,33,9,6
181,16,0,0,2524,35,24,2
123,16,0,1,2412,50,24,2
5,111,0,0,831,17,3,6
59,16,0,1,413,8,7,3
265,90,0,0,223,4,15,3
59,111,0,0,714,16,7,3
32,16,0,0,312,20,4,6
85,16,1,0,1522,29,18,5
9,16,0,1,1012,24,2,6
238,43,0,0,2032,47,9,6
225,111,0,0,1112,37,16,4
123,16,0,0,1914,46,24,2
247,111,0,0,414,8,8,2
10,14,0,0,822,23,4,6
260,57,1,0,1834,2,24,3
59,90,0,0,1532,28,7,3
261,80,0,0,2514,30,15,3
238,50,0,0,113,34,8,6
170,16,0,1,621,17,18,5
21,67,0,0,832,17,4,6
261,16,0,0,731,6,15,3
199,92,1,0,2515,37,19,0
81,57,0,0,1833,42,12,1
5,59,0,0,431,7,4,6
238,67,1,0,1123,28,9,6
81,85,0,0,1824,2,12,1
10,67,0,0,813,13,4,6
248,111,0,0,634,21,7,3
96,122,0,1,213,3,9,6
21,67,1,0,331,5,4,6
284,111,0,0,2031,40,24,2
59,111,0,0,832,16,7,3
261,97,0,0,1821,2,15,3
271,111,1,0,215,3,16,4
238,100,1,0,114,42,9,6
8,111,0,0,833,23,3,6
285,107,0,1,2525,35,24,2
238,107,0,0,1231,34,9,6
59,122,0,0,132,4,7,3
8,88,1,0,2212,19,3,6
238,43,0,0,123,4,9,6
238,54,0,0,1824,2,8,6
5,107,0,0,821,14,4,6
260,79,1,0,113,4,24,3
59,111,1,0,833,23,7,3
284,111,1,0,713,16,24,2
225,107,0,0,1211,36,16,4
272,111,1,0,724,16,16,4
238,90,0,0,1821,27,8,6
285,96,0,1,1631,38,24,2
5,14,1,1,1114,28,3,6
189,16,0,0,631,8,12,1
8,85,0,0,1233,28,3,6
238,16,0,1,223,4,8,6
150,100,1,0,1834,42,22,4
26,96,1,0,334,7,8,6
238,111,0,0,1111,28,8,6
269,16,1,0,211,4,5,3
111,100,0,0,1634,45,5,3
238,16,0,0,2033,47,8,6
261,16,0,1,323,6,15,3
59,90,0,0,833,23,7,3
185,85,0,0,222,4,24,2
285,96,0,1,2514,30,24,2
42,111,0,0,824,16,7,3
5,96,0,1,2223,9,3,6
170,96,0,1,614,18,18,5
269,122,0,0,1931,32,5,3
238,106,0,0,211,4,9,6
8,16,0,1,212,4,4,6
8,16,0,1,1512,29,4,6
81,96,0,0,1614,38,12,1
111,55,0,0,1724,33,5,3
265,111,0,0,831,17,24,3
96,16,1,1,1713,33,9,6
265,122,0,0,424,7,15,3
108,16,0,1,1014,24,12,1
121,107,1,0,2535,37,24,2
238,108,0,0,2534,26,9,6
8,16,0,0,421,7,4,6
238,111,0,0,2024,48,9,6
261,16,0,0,1225,28,15,3
72,106,0,1,634,6,9,2
238,47,0,0,511,9,9,6
208,111,1,0,112,34,19,0
265,90,0,0,914,11,15,3
5,111,0,0,1112,37,4,6
23,96,1,1,632,6,9,6
122,16,0,0,2032,47,24,2
238,16,0,0,414,8,9,6
238,107,0,0,1533,29,9,6
285,96,1,1,1011,24,24,2
195,14,1,0,1021,24,19,0
238,57,0,0,124,28,9,6
116,96,0,0,523,9,12,1
265,90,0,0,711,16,15,3
122,96,0,0,2523,31,24,2
261,6,1,0,814,23,15,3
269,74,0,0,1833,42,5,3
5,111,1,1,531,9,3,6
261,14,0,0,1234,25,15,3
261,16,0,1,813,13,15,3
261,43,1,0,825,16,15,3
5,107,1,0,1522,29,3,6
260,103,0,0,121,34,24,3
59,111,0,0,1112,37,7,3
8,67,1,0,712,16,3,6
10,33,0,1,915,3,3,6
8,111,0,0,1532,28,4,6
10,16,0,1,613,17,4,6
108,96,0,0,323,6,12,1
96,16,1,1,823,23,9,6
225,96,0,0,725,17,16,4
238,113,0,0,1134,28,8,6
5,98,0,0,2412,50,3,6
96,16,0,1,2524,31,9,6
238,111,0,1,611,17,8,6
238,16,0,0,2011,40,8,6
8,111,0,0,1215,27,3,6
255,107,0,0,111,42,12,1
261,16,0,0,1215,27,15,3
8,107,0,0,111,42,4,6
96,96,0,1,811,13,9,6
261,16,0,0,1212,1,15,3
260,16,0,0,1124,28,24,3
238,18,1,0,2422,49,9,6
238,45,0,0,1233,28,9,6
122,16,0,1,815,23,24,2
96,111,0,1,1533,29,9,6
96,107,0,1,1524,37,9,6
277,111,1,0,1021,24,16,4
224,111,1,0,815,14,23,4
227,111,1,0,522,9,23,2
224,111,1,0,1824,43,23,4
238,100,0,0,2032,47,9,6
183,56,0,1,2433,48,21,2
238,47,0,0,1412,35,9,6
96,14,0,1,1533,28,9,6
219,85,0,0,2433,48,9,6
261,16,1,1,1023,28,15,3
182,98,0,0,434,7,24,2
269,16,0,0,513,9,5,3
96,16,0,1,424,10,9,6
238,22,0,0,1121,27,9,6
265,111,0,0,1833,42,15,3
5,111,0,0,235,5,3,6
10,108,0,0,1913,46,3,6
10,88,0,0,1925,44,4,6
42,111,0,0,2514,31,7,3
261,96,1,1,815,23,15,3
262,16,1,0,1112,37,24,3
53,107,0,0,2011,40,10,3
5,16,0,0,331,5,3,6
261,14,0,0,813,13,15,3
5,116,0,0,1531,37,4,6
194,111,1,1,731,6,19,0
96,96,0,1,2534,26,9,6
271,90,1,0,323,6,16,4
261,14,0,0,1034,25,15,3
111,96,0,1,934,16,5,3
42,96,0,0,2424,49,7,3
17,14,0,1,1223,27,4,6
262,16,1,0,612,17,24,3
233,111,0,0,632,8,24,2
10,23,0,0,1723,33,4,6
238,111,0,1,733,16,8,6
59,122,0,0,1634,31,7,3
170,96,0,1,2233,21,18,5
96,107,0,1,1624,38,9,6
238,16,0,0,932,16,8,6
247,16,0,1,1133,24,8,2
261,16,0,0,632,8,15,3
238,98,0,0,1723,45,8,6
81,85,0,0,1614,41,12,1
5,14,0,0,933,20,4,6
261,100,0,0,322,6,15,3
261,16,0,0,831,17,15,3
196,16,1,0,213,3,19,0
2,16,0,1,1622,45,4,6
116,111,0,0,123,4,12,1
261,96,0,0,823,15,15,3
238,107,0,0,1031,22,8,6
260,108,0,0,312,20,24,3
238,16,0,0,114,42,8,6
252,108,0,0,1113,28,12,1
130,16,0,0,1732,30,12,1
261,96,0,0,631,6,15,3
197,111,1,0,1225,27,19,0
265,111,0,0,2223,21,15,3
238,107,0,0,334,7,9,6
42,85,0,0,1034,25,7,3
285,96,0,1,734,17,24,2
260,111,1,0,123,4,24,3
238,67,0,1,523,9,8,6
108,16,0,0,1921,32,12,1
261,16,0,0,232,20,15,3
59,14,0,0,724,16,7,3
269,16,1,0,722,6,5,3
75,43,0,0,1231,28,12,1
238,111,1,0,2532,37,9,6
16,16,1,1,1032,22,4,6
99,96,0,0,513,21,21,2
234,96,0,0,321,5,24,2
120,111,1,0,823,15,24,2
42,111,0,0,832,16,7,3
271,14,1,0,1124,28,16,4
130,85,0,0,1522,29,12,1
8,16,1,0,311,20,4,6
285,96,0,0,2223,9,24,2
116,16,0,0,1411,35,12,1
130,100,0,0,815,23,12,1
271,116,1,0,213,3,16,4
122,16,0,0,1832,42,24,2
5,88,0,0,621,17,3,6
208,111,1,0,421,7,19,0
81,60,0,0,2433,48,12,1
42,67,0,0,1912,46,7,3
5,14,0,0,2534,37,3,6
238,67,0,0,622,21,9,6
238,68,0,0,1225,27,9,6
8,14,0,0,2534,36,3,6
151,111,1,0,813,13,19,0
96,99,0,1,622,6,9,6
238,16,0,0,1821,2,8,6
265,111,0,1,1131,28,15,3
238,107,0,0,935,20,9,6
96,107,1,1,1723,33,9,6
238,107,0,0,1823,27,9,6
285,96,1,1,2024,48,24,2
265,117,0,0,2521,31,15,3
265,90,0,0,1431,1,15,3
225,111,0,0,2524,35,16,4
113,107,0,0,1631,38,11,1
238,67,0,0,1923,46,8,6
13,16,1,0,322,6,18,5
96,90,0,1,512,9,9,6
62,22,0,0,1522,37,12,1
224,16,0,0,212,4,23,4
271,16,1,0,713,16,16,4
255,107,1,0,825,16,12,1
261,16,0,0,321,20,15,3
96,16,0,1,1713,33,9,6
115,49,0,0,1712,39,19,0
265,90,0,0,934,16,15,3
265,14,0,0,433,10,15,3
265,111,0,0,2412,40,15,3
5,111,0,0,414,7,4,6
223,111,0,0,1414,1,18,5
261,96,0,1,433,10,15,3
17,100,1,1,1834,42,4,6
10,69,0,0,1214,34,3,6
113,16,0,0,923,14,11,1
260,100,1,0,915,11,24,3
5,16,0,0,621,17,4,6
197,111,1,0,621,17,19,0
197,111,1,0,724,16,19,0
265,96,0,0,1913,46,15,3
96,96,0,1,614,18,9,6
27,96,0,0,814,22,3,6
238,80,0,0,1934,44,8,6
265,85,0,0,123,4,15,3
116,43,0,0,121,34,12,1
116,90,0,0,1623,45,12,1
265,90,0,0,925,3,15,3
10,108,0,0,2533,37,3,6
111,33,0,0,1421,26,5,3
111,85,0,0,511,8,5,3
38,111,1,0,1412,35,16,2
261,96,0,1,523,21,15,3
123,96,0,0,1231,28,24,2
238,111,0,0,223,4,9,6
238,108,1,0,1924,44,9,6
122,96,0,0,1033,24,24,2
151,116,1,0,1121,27,19,0
238,16,0,1,222,4,8,6
122,43,0,0,113,34,24,2
269,97,0,0,1922,47,5,3
260,99,1,0,1724,33,24,3
96,96,0,1,1221,36,9,6
265,96,0,1,2222,21,15,3
10,111,0,0,612,17,4,6
9,80,0,0,1632,38,2,6
271,106,1,0,1915,46,16,4
96,14,0,1,714,15,9,6
59,111,0,0,1933,44,7,3
59,111,0,0,613,21,7,3
123,16,0,1,122,42,24,2
238,111,0,0,2023,48,9,6
5,96,0,0,2234,21,4,6
5,111,0,0,1022,24,3,6
96,16,0,1,1632,38,9,6
261,16,0,0,823,14,15,3
248,111,0,0,1723,39,7,3
5,45,0,0,925,3,3,6
59,111,0,0,321,5,7,3
62,22,0,0,922,15,12,1
271,111,1,0,932,16,16,4
196,54,1,0,113,34,19,0
64,117,0,0,1913,46,6,3
269,96,0,0,924,15,5,3
85,80,0,0,1823,27,18,5
5,111,0,0,733,17,3,6
123,16,0,0,925,20,24,2
169,111,0,0,913,11,2,6
183,16,0,1,621,17,21,2
42,111,0,0,414,8,7,3
238,100,1,0,121,34,9,6
219,106,0,0,311,20,9,6
238,111,1,0,2521,31,9,6
197,111,1,0,2535,26,19,0
5,14,0,0,1712,39,3,6
10,96,0,0,1234,25,3,6
238,54,0,0,1834,42,9,6
8,16,0,1,413,8,3,6
238,106,0,0,712,16,9,6
223,88,0,0,2412,40,18,5
5,14,0,0,2412,50,3,6
238,88,0,0,2512,30,9,6
238,96,0,0,632,8,8,6
288,99,1,0,2011,40,24,2
238,16,0,1,2523,31,8,6
9,73,0,0,235,5,2,6
13,96,1,0,1111,37,18,5
263,68,0,0,531,9,24,3
102,111,0,0,824,16,24,2
122,16,0,0,332,5,24,2
3,16,0,0,1821,27,4,6
265,111,1,0,314,20,24,3
265,111,0,0,934,20,15,3
85,100,0,0,432,10,18,5
225,14,0,0,933,20,16,4
203,107,1,0,1115,28,19,0
5,107,1,0,313,20,3,6
96,107,0,1,1915,46,9,6
265,111,0,0,2032,40,15,3
59,96,0,0,611,18,7,3
238,98,1,0,131,3,9,6
126,96,1,1,423,7,5,3
116,107,0,0,111,42,12,1
238,106,0,0,1612,41,9,6
244,69,0,0,614,17,12,1
238,16,0,0,1512,29,9,6
238,111,0,1,624,6,9,6
238,48,0,0,2012,40,8,6
219,111,0,0,1011,24,8,6
247,85,0,1,631,8,8,2
122,16,0,0,2413,40,24,2
238,96,0,1,1421,26,8,6
261,90,0,0,2011,40,15,3
261,96,0,1,2223,21,15,3
59,111,0,0,1813,2,7,3
59,122,0,0,815,14,7,3
261,96,0,0,121,34,15,3
284,111,0,0,1822,27,24,2
271,111,1,0,1234,25,16,4
123,96,0,0,1915,46,24,2
59,16,0,0,524,21,7,3
96,16,0,1,1723,39,9,6
96,16,1,1,2512,36,9,6
5,111,0,0,632,8,3,6
8,16,0,0,1823,27,3,6
260,16,0,0,324,8,24,3
5,16,1,1,322,6,3,6
96,96,1,1,2525,35,9,6
238,107,0,0,1225,28,9,6
238,111,0,0,611,17,8,6
265,90,0,0,824,14,15,3
247,16,0,0,1411,35,8,2
238,16,0,0,1132,24,8,6
59,111,0,0,132,34,7,3
199,111,1,0,611,17,19,0
261,16,0,0,1631,38,15,3
10,33,0,1,533,10,4,6
102,111,1,0,1511,29,24,2
265,97,0,0,2412,50,15,3
111,16,0,0,1214,34,5,3
81,16,0,0,1132,28,12,1
260,16,0,0,1831,42,24,3
261,83,0,0,2423,49,15,3
269,16,0,0,724,16,5,3
26,111,1,0,133,4,8,6
248,111,0,0,2513,29,7,3
96,111,0,1,225,20,9,6
238,111,0,0,915,11,9,6
271,96,0,0,2234,21,16,4
113,96,0,0,433,10,11,1
238,108,0,0,2411,50,8,6
238,69,0,0,513,9,8,6
26,96,0,1,821,12,8,6
107,96,0,1,2212,19,12,1
157,111,1,0,2533,37,19,0
102,111,0,0,934,16,24,2
169,73,0,0,1513,29,2,6
261,92,0,0,1414,1,15,3
116,85,0,0,1925,46,12,1
265,111,0,0,724,17,15,3
247,96,0,0,2232,9,8,2
238,111,0,0,922,15,9,6
102,111,1,0,313,20,24,2
254,90,0,0,813,13,12,1
85,39,0,0,2514,31,18,5
96,16,0,1,733,17,9,6
233,107,1,0,1134,24,24,2
238,111,1,0,334,7,8,6
108,85,0,0,733,17,12,1
224,111,0,0,734,17,23,4
17,111,0,1,334,7,4,6
260,67,0,0,623,6,24,3
260,22,0,0,113,34,24,3
261,67,0,0,532,9,15,3
261,43,0,0,1611,41,15,3
271,111,1,0,321,6,16,4
59,16,0,0,2532,37,7,3
238,107,0,0,1611,41,8,6
81,96,0,0,2412,50,12,1
238,16,0,0,121,34,8,6
102,111,1,0,1634,31,24,2
42,111,0,0,732,6,7,3
238,107,0,0,2432,49,8,6
247,16,0,1,1135,28,8,2
238,16,0,0,822,23,8,6
265,111,0,0,431,10,24,3
96,111,0,1,911,12,9,6
2,16,0,1,231,3,4,6
96,96,1,1,1712,39,9,6
199,98,1,0,1133,28,19,0
59,111,0,0,1922,32,7,3
238,107,0,1,1712,39,8,6
238,96,1,1,411,8,8,6
115,122,1,0,1712,39,19,0
122,16,0,1,424,10,24,2
258,107,0,0,722,20,15,3
111,16,0,1,1134,24,5,3
122,96,0,0,1411,35,24,2
255,90,0,0,632,6,12,1
238,16,0,0,531,9,8,6
238,99,0,0,1913,46,8,6
238,74,0,0,113,4,8,6
5,69,0,0,1223,27,3,6
238,54,0,0,623,6,9,6
5,96,0,1,512,21,3,6
265,116,1,0,733,17,24,3
285,96,0,1,423,10,24,2
5,111,0,0,1624,38,3,6
265,14,0,0,2433,48,15,3
224,111,1,0,213,3,23,4
238,92,0,0,1723,39,8,6
285,122,0,1,2213,21,24,2
248,111,0,0,824,15,7,3
265,96,0,0,834,18,15,3
238,99,0,0,1012,24,8,6
238,16,0,1,634,9,8,6
111,16,0,0,1222,27,5,3
42,85,0,0,233,20,7,3
286,111,0,1,2212,19,24,2
265,111,0,1,524,21,15,3
122,16,0,0,133,4,24,2
111,100,0,0,321,6,5,3
285,16,1,1,432,10,24,2
238,50,0,0,131,3,9,6
2,16,1,1,732,6,4,6
5,107,0,0,2422,49,4,6
59,111,0,0,1533,24,7,3
238,90,0,0,1722,39,8,6
2,16,0,1,222,5,4,6
96,74,1,1,1832,42,9,6
108,96,0,0,1421,26,12,1
122,96,0,1,1423,26,24,2
261,100,1,0,832,17,15,3
111,97,0,0,1713,33,5,3
238,100,1,0,1632,38,8,6
102,111,1,0,331,5,24,2
269,74,0,0,531,9,5,3
247,16,0,0,2524,31,8,2
181,107,0,1,2515,37,24,2
265,96,0,1,512,9,15,3
126,16,0,0,2024,48,5,3
261,16,0,0,1511,29,15,3
238,96,0,0,631,6,9,6
261,96,0,1,2213,19,15,3
238,100,0,0,111,34,8,6
238,54,1,0,1434,32,9,6
130,111,0,0,1813,43,12,1
111,96,0,0,2223,9,5,3
238,22,0,0,411,8,8,6
265,116,0,0,1125,27,15,3
285,96,0,1,823,15,24,2
262,83,0,0,612,17,24,3
225,111,0,0,1023,25,16,4
247,73,0,1,1212,1,8,2
261,96,0,0,422,7,15,3
238,100,0,0,2223,21,8,6
238,16,0,0,1034,25,9,6
285,96,1,1,1613,41,24,2
8,16,0,0,522,9,3,6
238,23,1,0,1434,32,9,6
179,80,0,0,2423,49,18,5
111,14,0,0,621,17,5,3
42,14,0,0,812,13,7,3
62,43,0,0,2515,36,12,1
261,16,0,0,711,16,15,3
23,107,1,0,1424,1,9,6
108,22,0,0,1121,27,12,1
96,103,1,1,1134,28,9,6
265,111,0,0,1914,46,15,3
10,111,0,0,726,16,4,6
260,54,1,0,123,4,24,3
10,16,1,1,1031,22,4,6
238,33,0,0,1232,28,8,6
265,111,1,0,1034,25,15,3
111,100,0,0,1624,45,5,3
123,74,0,1,1614,41,24,2
5,107,0,0,1523,37,3,6
130,67,0,0,835,18,12,1
8,96,0,1,1622,41,3,6
115,111,0,0,421,7,19,0
285,16,1,1,733,17,24,2
265,111,0,1,2221,21,15,3
111,116,0,0,2534,26,5,3
238,96,0,1,222,4,8,6
269,16,0,0,834,18,5,3
155,111,1,0,1014,24,19,0
55,16,0,0,631,6,5,3
5,111,0,0,422,7,4,6
130,16,0,0,1821,27,12,1
261,16,1,1,915,3,15,3
5,111,0,0,324,8,4,6
258,111,1,0,1134,28,15,3
261,16,0,0,1112,37,15,3
238,107,0,0,1224,34,9,6
238,54,0,0,112,34,9,6
8,111,0,0,623,6,4,6
130,111,0,0,232,20,12,1
248,111,0,0,825,16,7,3
59,16,0,0,621,17,7,3
17,16,1,1,1931,32,4,6
262,96,0,0,1811,43,24,3
248,111,0,0,1834,42,7,3
265,111,0,0,1133,28,15,3
238,105,0,0,922,12,9,6
96,38,0,1,733,17,9,6
261,96,0,0,925,3,15,3
238,54,0,0,2422,49,9,6
238,111,0,0,2514,31,8,6
42,85,0,0,711,20,7,3
260,6,1,0,1651,41,24,3
66,111,0,0,1022,24,10,3
238,16,0,0,1722,39,8,6
238,16,0,1,2024,48,8,6
225,16,0,0,321,6,16,4
91,96,0,0,1732,30,7,3
238,16,0,0,2032,40,9,6
17,111,0,1,422,7,4,6
225,16,0,0,312,20,16,4
261,16,0,1,1411,35,15,3
248,111,0,0,2523,31,7,3
238,108,0,0,1811,2,8,6
72,96,0,1,523,9,9,2
238,16,0,1,732,6,8,6
265,122,0,0,2213,19,15,3
265,90,0,0,1235,25,15,3
96,16,0,1,1112,36,9,6
238,85,0,0,823,23,9,6
261,97,0,0,2521,31,15,3
122,96,0,0,621,17,24,2
5,107,0,0,1634,31,3,6
208,107,1,0,813,13,19,0
247,96,0,1,523,9,8,2
34,96,0,1,1022,24,2,2
98,116,0,0,1213,1,13,1
108,96,0,0,522,9,12,1
265,59,0,0,523,9,15,3
96,16,0,1,1634,45,9,6
254,100,0,0,132,3,12,1
258,92,1,0,1414,1,15,3
238,107,0,0,834,18,9,6
102,111,0,0,623,17,24,2
186,111,1,0,1733,33,23,4
265,111,0,0,1711,39,24,3
265,47,0,0,1115,28,15,3
123,16,0,0,735,17,24,2
247,16,1,1,433,10,8,2
271,122,1,0,2432,49,16,4
234,96,0,0,732,6,24,2
108,16,0,0,421,7,12,1
285,43,0,1,1215,27,24,2
8,16,0,1,624,8,3,6
96,107,1,1,2533,37,9,6
102,111,1,0,1831,42,24,2
59,111,0,0,111,34,7,3
271,14,1,0,1133,28,16,4
260,14,1,0,1125,27,24,3
238,67,0,0,723,16,8,6
219,106,1,0,321,20,9,6
280,96,0,0,1215,1,12,1
111,16,0,0,2222,21,5,3
224,107,0,0,731,6,23,4
10,107,0,0,1111,37,3,6
271,111,1,0,613,17,16,4
96,16,0,1,724,16,9,6
79,16,0,0,722,6,11,1
197,107,1,0,1121,27,19,0
238,14,0,0,1911,47,9,6
85,96,0,1,2234,21,18,5
238,48,0,0,1833,2,9,6
238,96,0,1,1512,29,8,6
62,96,0,0,815,14,12,1
96,96,1,1,735,17,9,6
265,90,0,0,412,8,15,3
169,41,0,0,2211,19,2,6
261,90,1,0,723,16,15,3
238,111,1,0,314,20,9,6
269,97,0,0,1723,33,5,3
59,96,0,0,531,9,7,3
122,16,0,0,1033,25,24,2
122,96,0,1,1211,26,24,2
260,38,0,0,1621,39,24,3
261,16,0,1,231,3,15,3
108,96,0,0,133,4,12,1
271,88,1,0,233,20,16,4
75,96,0,0,512,9,12,1
238,106,0,0,1931,32,9,6
116,96,0,0,732,6,12,1
59,111,0,0,1811,43,7,3
238,69,0,0,913,11,8,6
5,67,0,0,225,3,3,6
81,96,0,0,1913,46,12,1
148,100,0,0,2011,50,24,2
247,16,0,0,1831,42,8,2
21,23,0,0,1234,25,4,6
248,59,0,0,711,20,7,3
265,111,0,1,634,21,15,3
8,107,0,0,1834,42,3,6
265,122,0,0,921,12,15,3
261,96,0,1,513,9,15,3
238,96,0,0,931,15,8,6
238,73,0,0,2031,40,9,6
83,73,0,0,1221,36,15,3
122,16,0,0,132,34,24,2
108,16,0,0,1821,27,12,1
248,111,0,0,1713,33,7,3
225,107,0,0,2213,21,16,4
62,22,0,0,2424,49,12,1
55,16,0,0,322,6,5,3
59,38,0,0,1223,27,7,3
219,111,1,0,1822,27,9,6
227,111,1,0,712,16,23,2
111,108,0,0,1912,47,5,3
227,111,1,0,713,16,23,2
255,69,0,0,1821,2,12,1
247,107,0,0,924,12,8,2
5,90,1,0,1833,2,3,6
248,111,0,0,1934,44,7,3
130,16,0,0,2524,31,12,1
247,96,0,0,933,20,8,2
238,105,0,0,424,10,9,6
238,14,0,0,2032,47,9,6
181,107,0,0,1234,25,24,2
254,90,0,0,114,42,12,1
107,16,0,0,2024,48,12,1
23,16,1,1,631,8,9,6
5,111,1,0,421,7,3,6
260,97,1,0,1232,34,24,3
8,90,0,0,1211,26,4,6
271,78,0,0,114,42,16,4
238,111,0,0,324,5,9,6
225,111,0,0,1114,28,16,4
96,16,1,1,423,7,9,6
261,90,0,0,1221,27,15,3
111,113,0,0,212,3,5,3
96,111,0,1,922,14,9,6
238,96,0,0,1021,24,8,6
122,43,0,0,1224,27,24,2
148,43,0,0,1414,1,24,2
238,50,0,0,111,34,8,6
5,16,0,1,733,17,3,6
260,16,0,0,1113,28,24,3
2,116,0,1,1132,28,4,6
111,16,0,0,1934,44,5,3
285,16,0,1,832,16,24,2
96,111,0,1,414,8,9,6
59,111,1,0,2535,26,7,3
123,85,0,0,322,6,24,2
85,16,0,1,2514,31,18,5
81,16,0,0,421,7,12,1
265,111,1,0,1131,24,15,3
59,106,0,0,413,8,7,3
10,111,0,0,323,6,4,6
23,111,0,0,1421,26,9,6
111,21,0,0,1822,27,5,3
96,96,0,1,634,21,9,6
262,96,0,0,1232,34,24,3
261,16,0,0,1131,24,15,3
16,16,0,1,1532,28,4,6
265,90,0,0,1225,28,15,3
185,111,0,0,1723,33,24,2
45,74,0,0,114,42,12,1
238,96,0,0,633,8,8,6
265,16,0,1,1123,28,15,3
223,122,1,0,1422,26,18,5
238,16,0,0,711,20,8,6
111,96,1,0,2222,21,5,3
8,57,1,0,923,14,3,6
5,111,0,0,1225,27,3,6
285,92,0,1,621,17,24,2
261,97,0,0,1834,2,15,3
10,107,0,0,1712,33,3,6
272,111,1,0,2221,19,16,4
238,100,1,0,111,42,9,6
181,16,0,0,825,16,24,2
261,45,0,0,122,42,15,3
225,111,0,0,324,5,16,4
169,122,0,0,413,8,2,6
238,96,0,0,422,7,8,6
123,16,0,0,2023,48,24,2
248,108,0,0,2522,26,7,3
265,111,0,1,1923,46,15,3
238,108,1,0,1722,45,8,6
262,16,0,1,1512,29,24,3
238,107,0,0,222,4,9,6
208,122,1,0,131,3,19,0
111,16,0,0,314,20,5,3
238,107,0,0,1233,28,8,6
238,69,0,0,1223,27,9,6
238,60,0,0,821,14,8,6
260,60,0,0,1724,33,24,3
17,111,1,1,513,9,4,6
182,96,0,0,323,6,24,2
238,85,0,0,132,4,9,6
255,23,0,0,1925,46,12,1
6,14,0,0,2515,30,9,6
258,14,1,0,1834,42,15,3
96,111,0,1,233,20,9,6
122,16,0,1,1634,31,24,2
17,16,0,1,1135,28,4,6
238,105,0,0,1222,27,9,6
271,108,1,0,911,12,16,4
284,111,1,0,611,17,24,2
225,14,0,0,1424,1,16,4
196,111,1,0,1133,28,19,0
81,16,0,1,631,6,12,1
261,96,0,0,2535,36,15,3
